Step	,episode.rwd	,episode.q	,episode.loss	,epsilon	,time
594679	,8	,208.305765793	,0.257094503786	0.405321	,9288.96177292
594891	,3	,87.6066515148	,0.129604269121	0.405109	,9292.38643599
595473	,12	,263.010175526	,0.366083038571	0.404527	,9300.83895588
595807	,6	,154.696698166	,0.237230851591	0.404193	,9305.81975198
596119	,5	,145.492391601	,0.197920187387	0.403881	,9310.38408303
596394	,4	,109.970223755	,0.176931541304	0.403606	,9314.66754699
596741	,6	,163.66185315	,0.215856447765	0.403259	,9320.45188498
597240	,9	,220.419033319	,0.309867092867	0.40276	,9327.75944209
597421	,2	,71.8044563979	,0.128716499166	0.402579	,9330.35243297
597894	,9	,214.036040515	,0.274709626145	0.402106	,9337.47950792
598283	,7	,175.633388393	,0.232890603802	0.401717	,9343.58384991
598688	,8	,194.289210126	,0.265830367709	0.401312	,9349.40419602
598982	,5	,138.17643822	,0.195159692208	0.401018	,9353.64952803
599334	,6	,149.559429444	,0.21163796146	0.400666	,9358.90872407
599726	,7	,169.232637458	,0.228944422721	0.400274	,9364.58018303
599970	,4	,108.802490272	,0.137434614997	0.40003	,9368.13801694
600512	,10	,259.868701831	,0.422215089682	0.399488	,9376.58882499
600988	,8	,240.51317136	,0.312433696643	0.399012	,9383.84227705
601384	,8	,182.681194715	,0.242997775276	0.398616	,9389.57920289
601744	,6	,175.274167642	,0.23826001399	0.398256	,9394.906317
602166	,8	,211.062519237	,0.251079332978	0.397834	,9401.26895809
602491	,6	,152.582782522	,0.212149380444	0.397509	,9406.58686304
602803	,6	,148.506446064	,0.18908774585	0.397197	,9411.52255201
603092	,5	,136.502886131	,0.164439582564	0.396908	,9416.0908699
603365	,4	,120.500399292	,0.171112604134	0.396635	,9420.31040597
603870	,10	,249.970462948	,0.306339970979	0.39613	,9428.08059001
604370	,9	,239.662219226	,0.341273000471	0.39563	,9435.96857309
604777	,8	,183.998603016	,0.256133530936	0.395223	,9442.43906093
605178	,8	,191.988371156	,0.240040428755	0.394822	,9448.45578098
605408	,3	,96.712344192	,0.130743792564	0.394592	,9451.68255591
605797	,7	,175.128013648	,0.237726599458	0.394203	,9457.40798402
606288	,11	,222.393242918	,0.329936365379	0.393712	,9464.66311908
606751	,10	,227.719957829	,0.266629131853	0.393249	,9471.62058997
607477	,17	,334.559014194	,0.448706387018	0.392523	,9482.30332708
607956	,10	,223.771494314	,0.338316784524	0.392044	,9489.07240796
608186	,3	,101.985388011	,0.172959820462	0.391814	,9492.2695539
608463	,4	,123.344195895	,0.176866570648	0.391537	,9496.30548501
608818	,7	,170.094823912	,0.229392259942	0.391182	,9501.53606105
609277	,9	,213.295626521	,0.291497298815	0.390723	,9508.40086389
609639	,7	,163.49742651	,0.231180893388	0.390361	,9513.70729303
609933	,4	,130.760320537	,0.178514482417	0.390067	,9518.08988905
610273	,6	,167.091393381	,0.224109892151	0.389727	,9523.3749311
610728	,9	,221.483265042	,0.278660051481	0.389272	,9530.10549688
611134	,7	,187.927705392	,0.260666361639	0.388866	,9535.98747301
611557	,8	,212.502625331	,0.257768131101	0.388443	,9542.43899798
611785	,3	,96.9031312913	,0.155364867416	0.388215	,9545.79235601
611939	,1	,52.9446797371	,0.110569848126	0.388061	,9548.30395889
612367	,9	,196.086046845	,0.256943691704	0.387633	,9554.99560308
612643	,4	,120.655024216	,0.155590164512	0.387357	,9559.20263505
613041	,8	,189.995384373	,0.221952925145	0.386959	,9565.14542794
613370	,6	,151.105008975	,0.204805376859	0.38663	,9570.61385989
613751	,7	,176.258233488	,0.233187913727	0.386249	,9576.85387707
614135	,7	,188.97502321	,0.233188202452	0.385865	,9583.13983011
614557	,8	,206.608305998	,0.267291623313	0.385443	,9589.94373012
614978	,8	,190.411885194	,0.275554135973	0.385022	,9597.12943411
615439	,10	,215.953248605	,0.292691038994	0.384561	,9604.51365399
615931	,10	,239.565235794	,0.293237336431	0.384069	,9612.7763319
616306	,6	,170.097700387	,0.257272183953	0.383694	,9618.28460407
616619	,5	,141.487669438	,0.190718814476	0.383381	,9623.18691301
616978	,6	,171.286482602	,0.220476993098	0.383022	,9628.93838096
617206	,3	,94.6661986411	,0.124082787246	0.382794	,9632.34478593
617704	,10	,233.494687274	,0.295920026736	0.382296	,9640.24649191
618207	,11	,240.331242785	,0.290902371846	0.381793	,9648.04093003
618636	,8	,212.188054994	,0.258032505721	0.381364	,9654.98007202
619195	,11	,263.468670875	,0.330766511783	0.380805	,9663.31999111
619548	,7	,163.239781119	,0.20718634993	0.380452	,9669.06874108
619949	,7	,184.546103567	,0.257294213188	0.380051	,9676.00185704
620395	,9	,208.064780861	,0.27803799422	0.379605	,9683.27597499
620576	,2	,74.1815327257	,0.104552479635	0.379424	,9685.95451188
621067	,10	,247.472448483	,0.33346614692	0.378933	,9693.87545705
621409	,6	,165.853128448	,0.208853858945	0.378591	,9699.62306404
621855	,8	,228.553828388	,0.26813120125	0.378145	,9706.77145791
622337	,9	,235.839501955	,0.31759927659	0.377663	,9714.46238995
622677	,6	,167.522454649	,0.211261578188	0.377323	,9719.76090288
623344	,15	,308.276510425	,0.41032386677	0.376656	,9730.32963705
623718	,6	,170.145788424	,0.202674950611	0.376282	,9736.8035121
624088	,7	,176.625354975	,0.242862688021	0.375912	,9742.83283806
624402	,4	,136.720957026	,0.200243905841	0.375598	,9748.15483403
624782	,8	,181.615362018	,0.23073402336	0.375218	,9754.12516809
625119	,6	,166.210253209	,0.202185946007	0.374881	,9759.27212095
625735	,13	,287.539826892	,0.393521434598	0.374265	,9769.33893895
626151	,8	,202.965680458	,0.230849191445	0.373849	,9775.54998803
626547	,7	,193.154754624	,0.253794250246	0.373453	,9781.67631507
626954	,7	,184.009885356	,0.246688167579	0.373046	,9788.5135951
627349	,8	,194.463118598	,0.239006746604	0.372651	,9794.44577289
627594	,4	,116.545939893	,0.142416538678	0.372406	,9798.18989897
628081	,9	,220.886686519	,0.28778001108	0.371919	,9806.39463997
628364	,5	,131.182858378	,0.180990390232	0.371636	,9811.11214304
628782	,8	,203.103897236	,0.269862290952	0.371218	,9818.10867691
629077	,5	,139.421415418	,0.181006218379	0.370923	,9822.53831196
629382	,5	,137.803532623	,0.197150104439	0.370618	,9827.58018398
629817	,8	,187.679973662	,0.260314878564	0.370183	,9834.75767303
630338	,11	,231.765703682	,0.320378855118	0.369662	,9842.20030808
630670	,7	,165.772785068	,0.208833180419	0.36933	,9847.54474401
631025	,6	,156.117986351	,0.222031684287	0.368975	,9853.31404996
631374	,7	,168.832816437	,0.196460174848	0.368626	,9858.94087505
631587	,3	,98.6331959665	,0.135130509356	0.368413	,9862.20286798
631979	,7	,178.30379425	,0.245933306211	0.368021	,9868.67954707
632319	,6	,155.75259918	,0.211406736445	0.367681	,9874.12612391
632855	,11	,246.420564197	,0.363303266029	0.367145	,9881.92544889
633282	,8	,220.966484129	,0.231375237148	0.366718	,9888.45609999
633677	,8	,195.471841067	,0.221316089839	0.366323	,9895.01124692
634085	,8	,192.47573784	,0.255297834323	0.365915	,9901.25225806
634438	,6	,156.836467169	,0.210886845278	0.365562	,9906.96647406
634695	,4	,121.471379608	,0.169898685184	0.365305	,9910.87248802
635066	,6	,164.345351674	,0.183896981594	0.364934	,9916.74382496
635458	,7	,200.585914746	,0.215706144656	0.364542	,9922.59719992
635754	,5	,142.831751056	,0.162046675483	0.364246	,9927.55914307
636035	,5	,129.553366214	,0.170702481264	0.363965	,9932.07610607
636482	,8	,218.707977578	,0.237417356333	0.363518	,9939.27599907
636693	,3	,92.5932241976	,0.101568368464	0.363307	,9942.85861397
637016	,6	,154.016971976	,0.191602317194	0.362984	,9947.80044389
637503	,10	,228.165470764	,0.293781893692	0.362497	,9955.654567
638049	,11	,250.134396173	,0.297478246968	0.361951	,9964.74382591
638467	,9	,189.301125262	,0.247223847822	0.361533	,9971.79273605
638978	,10	,252.062581211	,0.315730592738	0.361022	,9980.34836602
639332	,7	,161.212566897	,0.19639720647	0.360668	,9986.37736988
639761	,8	,216.076575398	,0.249536785472	0.360239	,9992.64586592
640281	,11	,241.194466814	,0.324469906824	0.359719	,10001.240998
640669	,8	,179.69020991	,0.226192913513	0.359331	,10007.0403531
641200	,12	,273.313082963	,0.321887196566	0.3588	,10014.9722061
641647	,9	,220.093325377	,0.260347763688	0.358353	,10021.609807
642200	,11	,279.639926508	,0.306908008766	0.3578	,10030.7823491
642892	,14	,335.383859389	,0.457532252585	0.357108	,10041.183428
643317	,8	,201.63150695	,0.28130873511	0.356683	,10048.248347
643949	,14	,301.208338156	,0.358684481707	0.356051	,10058.8362451
644405	,8	,203.692081779	,0.250667608274	0.355595	,10066.3593121
644695	,5	,136.523939312	,0.161888193667	0.355305	,10071.321296
644985	,5	,132.282085948	,0.157726034377	0.355015	,10076.042979
645490	,11	,217.205481566	,0.288654903656	0.35451	,10083.475951
645797	,5	,136.651955694	,0.185178868873	0.354203	,10088.8161199
646214	,7	,192.337451756	,0.234486696965	0.353786	,10096.1078651
646643	,8	,186.236959763	,0.23731212645	0.353357	,10103.420902
647037	,8	,185.735061675	,0.214647996632	0.352963	,10109.8064809
647566	,11	,255.708123587	,0.313791810211	0.352434	,10118.378906
648129	,12	,245.075636804	,0.324696460244	0.351871	,10127.61344
648537	,7	,203.688754454	,0.249203187956	0.351463	,10134.508255
648922	,7	,183.718305483	,0.244110230284	0.351078	,10140.711462
649584	,13	,313.82586851	,0.378858848177	0.350416	,10151.7564111
650123	,11	,258.711794429	,0.317441455336	0.349877	,10160.631567
650446	,6	,155.228890359	,0.18016014764	0.349554	,10166.110904
650897	,9	,217.982977077	,0.261925555082	0.349103	,10172.951437
651284	,7	,188.005111039	,0.260713847529	0.348716	,10178.7328141
651823	,10	,238.075929642	,0.278799801392	0.348177	,10187.733187
652400	,12	,294.727386087	,0.333713204374	0.3476	,10196.5782709
652806	,7	,188.385311082	,0.224903626804	0.347194	,10203.37972
653081	,5	,133.240451247	,0.13760054305	0.346919	,10208.1703711
653472	,9	,180.475071073	,0.203578324094	0.346528	,10214.546514
653800	,5	,152.113919437	,0.182861647445	0.3462	,10219.70526
654126	,6	,150.963093922	,0.197781658964	0.345874	,10224.3298211
654566	,9	,205.379007131	,0.230272934961	0.345434	,10231.08077
654811	,4	,109.492101133	,0.134777552186	0.345189	,10235.2164381
655120	,5	,145.747274101	,0.162740325075	0.34488	,10240.3751581
655568	,9	,201.489051431	,0.268476261663	0.344432	,10247.5909669
655967	,7	,174.945202172	,0.212927016939	0.344033	,10254.1292369
656228	,4	,122.198644161	,0.135754539384	0.343772	,10257.9364059
656696	,9	,231.435897663	,0.261403502649	0.343304	,10265.240232
657082	,7	,183.951561421	,0.222214505669	0.342918	,10271.2434781
657596	,10	,243.43716836	,0.318047121895	0.342404	,10278.6622651
657928	,6	,156.136731349	,0.1996790507	0.342072	,10283.917845
658403	,9	,218.532995865	,0.241876771965	0.341597	,10291.1210549
658793	,7	,180.225120068	,0.241072273762	0.341207	,10296.9595301
659179	,7	,192.520915389	,0.204440922695	0.340821	,10303.4059191
659583	,7	,187.18944823	,0.220752293644	0.340417	,10310.1118309
659989	,7	,189.501128286	,0.222295342726	0.340011	,10317.0315349
660300	,6	,135.714574933	,0.167886329829	0.3397	,10321.6374819
661043	,17	,335.610457174	,0.371057673678	0.338957	,10334.093117
661426	,8	,176.371717006	,0.176425907219	0.338574	,10340.2911439
661782	,7	,164.042488411	,0.182565124873	0.338218	,10345.764657
661995	,3	,100.099494666	,0.100101523283	0.338005	,10349.223037
662501	,10	,244.399910659	,0.258896187748	0.337499	,10357.5595329
663043	,11	,260.550739557	,0.268962195951	0.336957	,10366.239898
663617	,13	,266.512308106	,0.302108966956	0.336383	,10375.308378
664162	,12	,240.479686156	,0.29842548757	0.335838	,10384.351315
664564	,8	,192.270136178	,0.284994320908	0.335436	,10390.948184
665045	,8	,220.094259709	,0.280469633937	0.334955	,10398.8223281
665733	,15	,330.847430162	,0.382532015385	0.334267	,10410.362973
666181	,7	,212.961062647	,0.236261402351	0.333819	,10417.628222
666649	,11	,205.29350163	,0.219018773336	0.333351	,10425.4506321
667124	,9	,214.446017116	,0.255168401163	0.332876	,10433.512846
667619	,10	,212.965718642	,0.250663791136	0.332381	,10441.8968041
668026	,7	,191.066842124	,0.205196933446	0.331974	,10448.5151069
668634	,13	,286.336296499	,0.315294725278	0.331366	,10458.2505181
669198	,11	,269.211377174	,0.346251999581	0.330802	,10466.977984
669723	,10	,250.345651522	,0.300911490285	0.330277	,10475.2614961
670267	,12	,256.914654315	,0.311896487656	0.329733	,10483.2396619
670702	,8	,191.702783674	,0.233271484616	0.329298	,10490.5007269
671182	,10	,234.581981137	,0.241779687211	0.328818	,10498.129976
671666	,10	,240.886481076	,0.219316535069	0.328334	,10505.8862259
672005	,6	,151.453234322	,0.156756601431	0.327995	,10511.6341591
672591	,11	,292.269422501	,0.306535547792	0.327409	,10521.022104
672971	,6	,155.94591479	,0.209544355901	0.327029	,10527.078263
673314	,6	,158.95018895	,0.16302780062	0.326686	,10532.2332239
673840	,10	,232.291823685	,0.276149067839	0.32616	,10540.8173389
674135	,5	,134.336701848	,0.15207836077	0.325865	,10545.6975369
674589	,8	,211.441469997	,0.234724642738	0.325411	,10553.373867
674916	,6	,150.259731188	,0.171191141308	0.325084	,10558.63726
675251	,6	,152.364544153	,0.183735810453	0.324749	,10563.9491079
675464	,3	,96.9659786373	,0.11849029841	0.324536	,10567.631006
675888	,8	,201.538426444	,0.227502225047	0.324112	,10574.9884911
676335	,8	,208.97488708	,0.220088669616	0.323665	,10582.5291131
676789	,8	,202.128505297	,0.218855233281	0.323211	,10590.374403
677110	,5	,144.131890506	,0.13847442557	0.32289	,10595.524333
677462	,6	,153.191111997	,0.183637381248	0.322538	,10600.9793761
678015	,12	,243.354913063	,0.285309070016	0.321985	,10609.2886789
678548	,11	,244.902087681	,0.284059370595	0.321452	,10617.95034
678885	,6	,150.605357021	,0.148079391533	0.321115	,10623.5731339
679318	,9	,191.9961107	,0.228066791955	0.320682	,10631.085592
679802	,10	,221.554389127	,0.226816589035	0.320198	,10639.3723969
680185	,6	,164.668389089	,0.186418217992	0.319815	,10645.9620271
680595	,8	,185.999155119	,0.212827339736	0.319405	,10652.145051
681116	,10	,244.490369424	,0.263654895847	0.318884	,10660.7132289
681590	,9	,224.446965814	,0.233582311848	0.31841	,10668.3631771
682053	,10	,214.923559524	,0.223455340514	0.317947	,10675.9905269
682569	,11	,243.360457316	,0.268633870874	0.317431	,10685.078238
682922	,6	,153.859753162	,0.178467004833	0.317078	,10690.819639
683419	,9	,241.700978965	,0.294425834552	0.316581	,10699.265672
683677	,4	,114.842942163	,0.113928529121	0.316323	,10703.4692459
684075	,8	,186.449934527	,0.214477536385	0.315925	,10709.8541429
684559	,10	,218.402055085	,0.28082434801	0.315441	,10717.7370989
685206	,14	,284.939941306	,0.357027859623	0.314794	,10728.6278729
685647	,8	,194.00302802	,0.24134250198	0.314353	,10735.7034121
686016	,7	,169.438484922	,0.185423793198	0.313984	,10741.5499091
686339	,6	,143.309349544	,0.168262259758	0.313661	,10747.076417
686705	,7	,163.585651189	,0.208958082643	0.313295	,10753.005141
687110	,8	,189.810372755	,0.182287836276	0.31289	,10759.362334
687556	,10	,197.6816121	,0.193863952598	0.312444	,10766.6073251
688142	,12	,267.455672622	,0.30734140511	0.311858	,10775.4074249
688414	,5	,122.158487782	,0.129801467978	0.311586	,10779.6328671
689023	,14	,263.353259325	,0.319854596557	0.310977	,10788.983242
689509	,10	,235.647383466	,0.263022160434	0.310491	,10796.7378199
689847	,6	,156.580397427	,0.18881611032	0.310153	,10801.6055241
690044	,2	,80.1912367493	,0.101559675124	0.309956	,10804.715632
690494	,10	,193.854898848	,0.226459773177	0.309506	,10811.8433039
690957	,9	,220.84336108	,0.263908673747	0.309043	,10819.0980041
691462	,9	,214.15735738	,0.255980071881	0.308538	,10827.382298
691895	,8	,182.519985199	,0.247671448575	0.308105	,10833.9870789
692576	,15	,293.246158596	,0.318977319686	0.307424	,10845.524642
693101	,10	,260.501417026	,0.240098600359	0.306899	,10854.235023
693462	,6	,164.989790156	,0.16588586519	0.306538	,10860.024379
693915	,8	,200.735847034	,0.227021013012	0.306085	,10867.237864
694270	,6	,153.788878478	,0.18437290049	0.30573	,10873.080117
694692	,8	,190.662148818	,0.24664507799	0.305308	,10879.8903129
695175	,9	,222.679948233	,0.218657383513	0.304825	,10887.9320741
695548	,7	,179.521860272	,0.184905039889	0.304452	,10894.174727
696093	,10	,239.886195682	,0.260668498617	0.303907	,10903.2678571
696502	,8	,184.372997794	,0.2095349433	0.303498	,10909.2758861
696907	,7	,184.249427855	,0.229091382233	0.303093	,10916.222132
697199	,5	,126.432302967	,0.17312723264	0.302801	,10920.9079731
697787	,13	,277.270355552	,0.326216084504	0.302213	,10931.0223949
698357	,12	,269.301167458	,0.28196413799	0.301643	,10940.0218239
698877	,11	,244.631627239	,0.270057101341	0.301123	,10948.7719209
699155	,4	,121.256559789	,0.157764821051	0.300845	,10953.3073959
699460	,5	,130.985609204	,0.178513884486	0.30054	,10958.370187
699929	,9	,206.240368411	,0.219954911976	0.300071	,10965.848362
700235	,5	,135.670213252	,0.201608147639	0.299765	,10971.210958
700773	,11	,252.201839149	,0.26848500421	0.299227	,10979.813952
701076	,5	,134.281604648	,0.148666433233	0.298924	,10984.832654
701527	,8	,221.297651753	,0.245877127141	0.298473	,10992.2475369
701901	,6	,157.863272041	,0.213349763981	0.298099	,10998.63746
702599	,15	,326.109087504	,0.354112565063	0.297401	,11010.3937581
702903	,5	,134.712497562	,0.162961199196	0.297097	,11014.8860419
703182	,4	,117.005305931	,0.142006895505	0.296818	,11019.7198601
703680	,11	,221.621188793	,0.245697157919	0.29632	,11028.049268
704088	,8	,191.624518216	,0.247211286929	0.295912	,11034.666857
704600	,12	,235.464861989	,0.276006070886	0.2954	,11042.09093
705074	,8	,225.916395381	,0.256202667912	0.294926	,11049.865901
705512	,9	,206.498188943	,0.257195192906	0.294488	,11057.1953621
705757	,4	,118.098178864	,0.129348892937	0.294243	,11061.1681271
706095	,6	,162.092062548	,0.163294507125	0.293905	,11066.9922919
706624	,12	,254.82011497	,0.270245544591	0.293376	,11075.4498529
706999	,7	,178.383602291	,0.191653547638	0.293001	,11081.186996
707304	,6	,145.72659	,0.143951435006	0.292696	,11085.585099
707564	,4	,118.581679448	,0.127698894459	0.292436	,11089.820806
707820	,4	,110.548718154	,0.111833099309	0.29218	,11093.956187
708147	,5	,145.866748005	,0.164879889933	0.291853	,11099.389437
708618	,9	,238.837874383	,0.215915717512	0.291382	,11106.693403
708933	,5	,142.902185485	,0.189617419921	0.291067	,11111.9300921
709194	,4	,117.393119231	,0.149973390962	0.290806	,11116.2927079
709637	,9	,201.315032423	,0.204675964793	0.290363	,11123.003016
709995	,6	,154.784780353	,0.165008163254	0.290005	,11128.74507
710252	,4	,108.345067486	,0.156150021379	0.289748	,11133.0113931
710492	,4	,104.167610943	,0.16553577893	0.289508	,11136.5576389
710769	,4	,116.728258818	,0.121598979971	0.289231	,11141.1553271
711221	,9	,220.91259706	,0.230440443345	0.288779	,11148.6917269
711641	,7	,178.874632448	,0.218987449451	0.288359	,11155.750895
712012	,7	,168.623908162	,0.209241052507	0.287988	,11161.6740799
712241	,3	,101.180054322	,0.139427695707	0.287759	,11165.778343
712715	,9	,210.072423458	,0.234667102195	0.287285	,11173.954685
713272	,11	,249.981281757	,0.276515260884	0.286728	,11183.66308
713725	,9	,218.501806065	,0.220264752614	0.286275	,11191.232167
714138	,8	,203.343728319	,0.195155158879	0.285862	,11197.8988249
