Step	,episode.rwd	,episode.q	,episode.loss	,epsilon	,time
3520013	,31	,671.034579381	,0.720603651775	0.1	,55664.8502131
3521132	,31	,672.589504026	,0.676162105141	0.1	,55681.0023501
3522253	,30	,672.892736673	,0.686510022315	0.1	,55698.298332
3523084	,22	,513.911422953	,0.506508019243	0.1	,55711.425987
3524093	,28	,610.309220314	,0.595809214879	0.1	,55727.4039581
3525514	,38	,839.574646011	,0.857432429228	0.1	,55749.4481659
3526608	,26	,631.109398752	,0.675737916092	0.1	,55766.30867
3527830	,33	,743.017937511	,0.743711593808	0.1	,55786.999774
3529137	,34	,776.101490378	,0.791622820587	0.1	,55808.900974
3530566	,35	,829.917881206	,0.85635704358	0.1	,55832.579041
3531818	,34	,741.708095118	,0.73333945484	0.1	,55852.6453941
3532572	,19	,450.292857781	,0.44408249564	0.1	,55864.214277
3533773	,32	,712.284405589	,0.703155905489	0.1	,55883.92015
3535070	,32	,746.856622756	,0.784812754129	0.1	,55905.2790771
3536474	,38	,822.625624053	,0.874690579207	0.1	,55928.787307
3537858	,39	,845.038712159	,0.840137868006	0.1	,55951.878644
3538943	,29	,655.422182098	,0.668128385631	0.1	,55970.3966911
3540421	,42	,882.947016984	,0.897132947845	0.1	,55996.4671879
3541349	,24	,554.573508069	,0.565894065759	0.1	,56011.797281
3542611	,34	,738.324361026	,0.781651325313	0.1	,56033.7539549
3543159	,13	,317.812898874	,0.332795227812	0.1	,56043.3857429
3544213	,29	,633.776681751	,0.636500549721	0.1	,56060.7704091
3545225	,27	,601.912824109	,0.60322775595	0.1	,56077.8292251
3546294	,31	,636.720469266	,0.64106451461	0.1	,56095.7986939
3547592	,36	,772.068487406	,0.77676263918	0.1	,56118.9208739
3548774	,32	,713.975759193	,0.796826250895	0.1	,56139.1664231
3550145	,37	,803.154287755	,0.87535535288	0.1	,56161.194417
3551446	,34	,750.797653809	,0.966499469985	0.1	,56183.0549631
3552515	,29	,637.055370413	,0.709754198149	0.1	,56201.5783689
3553889	,35	,790.797647223	,0.848307445674	0.1	,56224.7095981
3555038	,32	,680.126810074	,0.755410665595	0.1	,56244.4786811
3556028	,26	,584.712896973	,0.715272279063	0.1	,56261.4757669
3556923	,23	,524.658526376	,0.540002978902	0.1	,56276.929347
3558200	,36	,766.483731121	,0.794625350223	0.1	,56299.0644791
3559882	,43	,965.88875863	,1.04030291485	0.1	,56327.719841
3561209	,37	,779.203846581	,0.831795272781	0.1	,56350.7281029
3562851	,43	,954.838447437	,1.04229879164	0.1	,56377.4532139
3563993	,30	,681.508382961	,0.723654367685	0.1	,56394.3203659
3565005	,28	,607.427027598	,0.67827673236	0.1	,56409.5626409
3565913	,22	,539.211979106	,0.572273114827	0.1	,56422.977983
3567193	,36	,789.041831449	,0.804723676898	0.1	,56441.8324161
3568509	,35	,781.65181081	,0.815084519512	0.1	,56460.9225471
3570025	,43	,894.225860618	,0.952508157854	0.1	,56483.407419
3571086	,26	,624.718058214	,0.70614465278	0.1	,56499.168308
3571943	,24	,510.103257313	,0.550911841608	0.1	,56512.1093991
3572898	,25	,566.337633893	,0.627691802889	0.1	,56526.2388091
3574069	,31	,686.719431043	,0.76086916175	0.1	,56542.742732
3575274	,34	,749.408126011	,0.754332074139	0.1	,56560.343986
3576237	,25	,564.694859631	,0.61490076239	0.1	,56574.701268
3577600	,37	,820.196498364	,0.943929917172	0.1	,56594.343889
3578829	,32	,714.870729402	,0.799545724738	0.1	,56612.0634789
3579803	,27	,588.216747373	,0.61779330748	0.1	,56626.6092989
3580633	,22	,495.583810925	,0.543463814931	0.1	,56639.171978
3581884	,35	,736.30468706	,0.766382782997	0.1	,56657.9479971
3583490	,43	,965.653276101	,1.0612847103	0.1	,56681.3078561
3584459	,24	,570.205549821	,0.605919609545	0.1	,56695.349328
3585630	,32	,698.611517794	,0.761632740112	0.1	,56713.1919351
3586636	,28	,610.979605496	,0.591927073125	0.1	,56727.9860611
3587687	,28	,629.845116749	,0.662958040586	0.1	,56743.396343
3588887	,33	,728.920875177	,0.719227285008	0.1	,56760.9665849
3589791	,26	,567.551941067	,0.559178869131	0.1	,56773.9211221
3591129	,35	,792.198419511	,0.870228757631	0.1	,56793.9751451
3591975	,23	,514.163398862	,0.546619439701	0.1	,56806.804306
3593404	,39	,871.056140646	,0.917523907003	0.1	,56827.746788
3594471	,30	,648.151072681	,0.674654651084	0.1	,56842.698333
3595903	,41	,886.003354751	,0.896865582326	0.1	,56863.662133
3597125	,34	,747.373245552	,0.786680950019	0.1	,56881.475688
3598097	,27	,582.683750838	,0.639055381631	0.1	,56895.534152
3599326	,33	,719.55565419	,0.739314544124	0.1	,56913.2780769
3600216	,24	,526.734611817	,0.560574852097	0.1	,56926.681915
3601364	,28	,654.372725874	,0.816972317771	0.1	,56943.341876
3602450	,27	,622.183688946	,0.702376994464	0.1	,56958.7384889
3603490	,27	,615.776973635	,0.705783364501	0.1	,56974.5955279
3604978	,43	,888.681012973	,0.958937103635	0.1	,56998.1459529
3606287	,41	,837.215915129	,0.890876591002	0.1	,57019.3819051
3607509	,36	,751.274176821	,0.826409919297	0.1	,57037.98246
3608087	,13	,327.727944255	,0.384013886287	0.1	,57046.655921
3609340	,36	,785.003649876	,0.88673409856	0.1	,57065.8731351
3610592	,32	,725.596002325	,0.818666978637	0.1	,57085.4226451
3611616	,28	,610.339176051	,0.635858341433	0.1	,57101.904146
3612652	,28	,640.897448644	,0.647905764796	0.1	,57117.8332069
3613964	,34	,777.789090663	,0.827454027603	0.1	,57138.122771
3615226	,35	,774.424131066	,0.806256625074	0.1	,57157.8524029
3616381	,30	,688.001322001	,0.672221405097	0.1	,57176.1818449
3617491	,30	,662.718313068	,0.707381045329	0.1	,57193.9599569
3618763	,34	,761.374276012	,0.815920151348	0.1	,57213.3490901
3620138	,35	,823.301374063	,0.882598553821	0.1	,57235.304626
3621201	,29	,644.16339466	,0.693767307865	0.1	,57252.0745211
3622582	,36	,823.571528494	,0.876076830602	0.1	,57274.7962739
3623933	,36	,801.203381926	,0.881317042826	0.1	,57296.134851
3625420	,40	,895.075618371	,0.963263747639	0.1	,57319.0140879
3626831	,37	,841.22977218	,0.924939357152	0.1	,57339.8554189
3627657	,23	,500.565983996	,0.543068819425	0.1	,57352.3025069
3628717	,26	,630.62849769	,0.646055429694	0.1	,57367.7077539
3629878	,31	,695.825907499	,0.764230649947	0.1	,57385.486691
3631069	,33	,721.848578379	,0.740122237934	0.1	,57404.8686039
3632305	,34	,755.805767	,0.77980844659	0.1	,57424.68397
3633665	,38	,825.970040627	,0.84582618079	0.1	,57445.4997909
3634717	,26	,610.282980591	,0.642075955024	0.1	,57461.77245
3635687	,26	,589.842496723	,0.621419998977	0.1	,57477.087045
3636825	,28	,674.28774114	,0.705096048507	0.1	,57494.763823
3637820	,26	,592.201045871	,0.617585292872	0.1	,57510.196862
3639347	,41	,910.885836661	,0.953750661771	0.1	,57533.206594
3640196	,24	,517.749326512	,0.534416284994	0.1	,57546.3656919
3641444	,35	,757.400025517	,0.82509769102	0.1	,57565.9739871
3642075	,16	,373.5880218	,0.455328406606	0.1	,57576.3756161
3643343	,35	,761.008794442	,0.874484365995	0.1	,57597.907155
3644796	,38	,857.514174655	,0.933734141043	0.1	,57623.2320769
3645772	,26	,586.998988986	,0.640511537007	0.1	,57639.245213
3647213	,40	,856.026904523	,0.943400572629	0.1	,57662.7564609
3648854	,45	,980.280298248	,1.04566107456	0.1	,57689.0361879
3650237	,37	,799.84348774	,0.923262660872	0.1	,57713.475502
3651551	,36	,805.202836752	,0.903461751535	0.1	,57735.3301699
3652787	,34	,767.931932926	,0.781618748602	0.1	,57757.0255749
3654339	,43	,963.941056728	,1.04554287619	0.1	,57783.1240699
3655690	,41	,855.856183216	,0.867589071546	0.1	,57806.132467
3656738	,30	,646.487292171	,0.658245271916	0.1	,57823.5862169
3658394	,44	,986.266095191	,1.07205903522	0.1	,57852.1082661
3659781	,36	,825.653903157	,0.827816018485	0.1	,57876.284215
3660994	,35	,761.038174808	,0.795793113357	0.1	,57895.7995999
3661796	,21	,475.091968089	,0.526222622444	0.1	,57909.066988
3663172	,37	,840.006835327	,0.865203933317	0.1	,57932.6491859
3664347	,32	,715.868827134	,0.738259404832	0.1	,57951.4189579
3665368	,27	,621.588399857	,0.609384126859	0.1	,57968.405823
3666550	,34	,709.160911039	,0.708211241305	0.1	,57987.4715021
3667291	,18	,433.050474808	,0.459582056246	0.1	,57999.6209309
3668551	,34	,765.125264809	,0.790437688316	0.1	,58021.149847
3669428	,22	,530.663178444	,0.544734555457	0.1	,58035.263052
3670978	,44	,951.999514401	,1.00432457479	0.1	,58061.4846129
3671860	,20	,515.847168997	,0.542628384137	0.1	,58076.494246
3673092	,31	,742.689315543	,0.764061908114	0.1	,58098.049602
3674156	,27	,636.666016668	,0.687449115692	0.1	,58115.9793069
3675403	,35	,769.145786241	,0.75079409864	0.1	,58136.7694149
3676349	,24	,576.133684129	,0.565731430092	0.1	,58152.588243
3678189	,52	,1138.57814892	,1.05930872821	0.1	,58182.7083609
3679169	,27	,606.879324183	,0.601916669868	0.1	,58198.7176249
3680545	,34	,828.542030483	,0.827767551433	0.1	,58221.7789049
3681369	,23	,507.654372752	,0.506612558558	0.1	,58235.6466999
3682122	,19	,462.849149033	,0.465341078292	0.1	,58248.3044939
3683248	,31	,706.017805889	,0.686657100014	0.1	,58267.3177691
3684326	,29	,661.288923934	,0.656709464754	0.1	,58284.6975369
3685736	,39	,876.302874178	,0.868170556598	0.1	,58308.1344471
3687012	,34	,787.395093188	,0.788459478739	0.1	,58329.138283
3687844	,20	,497.323687002	,0.506395946715	0.1	,58342.7447391
3688931	,26	,649.375114366	,0.680977950055	0.1	,58360.5164959
3690286	,35	,784.332115486	,0.812585323481	0.1	,58383.245935
3691312	,27	,608.297646016	,0.663863780137	0.1	,58401.0451391
3692754	,37	,850.048626706	,0.913686813932	0.1	,58425.0341229
3694104	,38	,838.139676392	,0.870362112313	0.1	,58447.3125131
3694894	,19	,474.05407086	,0.484402455724	0.1	,58460.4248669
3696013	,30	,690.038337007	,0.694768647169	0.1	,58479.2191751
3697180	,35	,741.445746675	,0.721554816686	0.1	,58497.968205
3698365	,33	,733.489957005	,0.720048007941	0.1	,58517.1531219
3699699	,38	,839.779167861	,0.794147561784	0.1	,58539.6415009
3700932	,34	,765.97915256	,0.776728238401	0.1	,58560.745878
3702208	,33	,775.271974236	,0.754989893263	0.1	,58582.1843419
3703177	,26	,588.501983866	,0.584048725956	0.1	,58597.8081341
3704186	,26	,615.972777054	,0.591405941246	0.1	,58614.6189749
3705090	,22	,534.872188792	,0.537116525302	0.1	,58629.4455421
3706594	,44	,940.820488274	,0.922220544111	0.1	,58653.583039
3707720	,29	,669.757533327	,0.690821403907	0.1	,58672.047209
3709163	,42	,902.588434428	,0.918439307803	0.1	,58696.4781611
3709827	,17	,406.2685958	,0.414764895337	0.1	,58707.885217
3710980	,30	,703.351969406	,0.739057265884	0.1	,58727.796092
3711917	,24	,562.829415247	,0.57046773906	0.1	,58742.5310421
3713174	,32	,753.321104601	,0.808006371124	0.1	,58763.1687629
3713813	,16	,379.241281599	,0.377874346668	0.1	,58773.3646171
3715145	,39	,818.350309342	,0.83945786675	0.1	,58792.9865551
3716717	,45	,980.046689928	,1.00396910384	0.1	,58815.92576
3717657	,24	,569.270695835	,0.59236626426	0.1	,58830.089983
3718674	,31	,655.854130134	,0.616755599011	0.1	,58844.9417391
3719887	,32	,736.69750309	,0.750172115811	0.1	,58862.577564
3720805	,26	,580.866384819	,0.595863457042	0.1	,58876.4291639
3721960	,39	,738.452247307	,0.717275094896	0.1	,58893.1957109
3722678	,17	,421.982598469	,0.457980541643	0.1	,58903.3120029
3723893	,31	,728.742524073	,0.74041263228	0.1	,58920.970823
3725154	,34	,755.659456655	,0.813498715892	0.1	,58939.4125681
3726060	,25	,563.373184606	,0.572608494163	0.1	,58952.5962081
3727449	,37	,838.237565801	,0.853638145927	0.1	,58973.1744151
3728410	,25	,575.63343896	,0.621169613805	0.1	,58987.6429839
3729370	,39	,633.446395874	,0.55967949982	0.1	,59001.9629121
3730902	,43	,935.148232073	,0.988870851681	0.1	,59025.1077189
3732334	,37	,859.532743439	,0.907973339374	0.1	,59045.9782529
3733094	,21	,474.751139373	,0.478355981875	0.1	,59057.2907779
3734230	,30	,681.026041478	,0.675592268381	0.1	,59074.2173481
3734973	,19	,456.801879421	,0.458934470305	0.1	,59084.730968
3735909	,25	,583.670722768	,0.592285489984	0.1	,59098.6773231
3737151	,34	,746.384847939	,0.809070114454	0.1	,59116.9748249
3738298	,30	,701.563434482	,0.720174504997	0.1	,59133.9562271
3738877	,17	,326.665643394	,0.343735857226	0.1	,59142.131861
3740015	,28	,680.369670406	,0.704219246509	0.1	,59158.8462081
3741220	,33	,743.636534259	,0.776099275878	0.1	,59176.1198809
3742116	,22	,526.383677602	,0.550620216993	0.1	,59189.3122139
3742932	,20	,490.738537371	,0.528386803999	0.1	,59201.2470319
3743643	,18	,426.487099871	,0.455316593943	0.1	,59211.340528
3744805	,32	,708.053867832	,0.822381858168	0.1	,59227.7638249
3746256	,40	,890.600907773	,0.966909656534	0.1	,59248.544296
3747495	,34	,763.607226819	,0.77120393893	0.1	,59265.9120979
3749229	,51	,1041.47615215	,1.12311800497	0.1	,59290.8884039
3750162	,23	,557.022757024	,0.629750416541	0.1	,59304.8113699
3751093	,24	,569.244794324	,0.593670186914	0.1	,59318.505939
3752528	,39	,857.270043507	,0.90673241733	0.1	,59339.492723
3753582	,29	,638.643432871	,0.660057916888	0.1	,59355.1378939
3754971	,38	,845.837128103	,0.860557017419	0.1	,59375.5021639
3756390	,38	,839.930938378	,0.948016739494	0.1	,59397.0253921
3757955	,44	,958.576007724	,0.994141009927	0.1	,59419.404947
3758974	,28	,627.128716186	,0.645117154694	0.1	,59433.738117
3760072	,28	,661.452851325	,0.720062525979	0.1	,59449.2018011
3761505	,38	,832.481927365	,0.908866784041	0.1	,59469.724762
3762746	,37	,787.087441236	,0.805558319931	0.1	,59487.683157
3763305	,14	,342.042369142	,0.371261844455	0.1	,59495.8468909
3764421	,32	,656.85520263	,0.731444731566	0.1	,59511.897886
3765668	,34	,756.977328822	,0.829951208441	0.1	,59529.5046411
3766698	,28	,637.192954063	,0.659877372564	0.1	,59544.634866
3767982	,35	,789.227706671	,0.860561972564	0.1	,59563.4379001
3769574	,47	,1028.5294956	,1.01105936401	0.1	,59586.639791
3770743	,32	,719.057675987	,0.76626041891	0.1	,59603.7209389
3771938	,36	,733.198887676	,0.925216642521	0.1	,59621.187602
3772843	,23	,545.879298136	,0.647661323877	0.1	,59634.0100551
3774262	,37	,857.262712181	,0.971752989863	0.1	,59654.7922461
3775312	,27	,625.848865032	,0.669373935678	0.1	,59670.7066939
3776638	,34	,788.636791602	,0.844889693515	0.1	,59690.2166281
3777675	,27	,609.004768863	,0.674399799187	0.1	,59705.4524319
3778787	,30	,687.275279328	,0.802106982963	0.1	,59721.1371901
3780397	,45	,977.463516146	,1.12465240285	0.1	,59745.1167819
3781187	,20	,461.466253847	,0.506300950277	0.1	,59756.712877
3781935	,19	,445.153561652	,0.570559771033	0.1	,59767.3376291
3783277	,41	,824.591252506	,0.94292079789	0.1	,59786.707339
3784355	,31	,656.332594141	,0.694357630782	0.1	,59803.1195929
3785551	,35	,731.767615438	,0.773170378074	0.1	,59820.2440879
3787125	,41	,922.38509573	,1.08062809899	0.1	,59843.0216689
3787935	,21	,486.664631188	,0.603439583778	0.1	,59854.8410521
3788932	,25	,558.695023879	,0.692901084542	0.1	,59869.338706
3789907	,27	,585.574022725	,0.647610752698	0.1	,59883.79827
3790912	,27	,612.521680117	,0.846875341173	0.1	,59898.638973
3792389	,44	,927.119578794	,1.03918434258	0.1	,59919.9031439
3793050	,17	,397.968611628	,0.476433220545	0.1	,59929.341691
3794132	,26	,628.767634064	,0.743181426238	0.1	,59944.266814
3795572	,40	,888.597856954	,1.09744226764	0.1	,59965.651686
3796877	,37	,797.889193624	,1.01613560329	0.1	,59985.7740419
3798361	,42	,920.132981122	,1.01912672925	0.1	,60009.776473
3799443	,31	,675.061648011	,0.734543925464	0.1	,60026.6205649
3800835	,36	,835.765072599	,0.938258329312	0.1	,60049.38779
3802115	,36	,793.372378573	,0.878002026351	0.1	,60070.2211399
3803485	,38	,831.938017234	,0.901140498398	0.1	,60092.288892
3804572	,31	,651.801616311	,0.779826970786	0.1	,60110.5885999
3805971	,38	,832.829217046	,1.01437187567	0.1	,60131.590152
3807216	,32	,733.383661494	,0.890777895431	0.1	,60151.6057329
3808024	,21	,492.486387566	,0.530517154839	0.1	,60165.269042
3809167	,31	,693.889095783	,0.750460273004	0.1	,60183.5868199
3810432	,36	,764.310915723	,0.849055997242	0.1	,60204.611841
3811764	,39	,801.961106703	,0.974762343743	0.1	,60226.335146
3813060	,39	,823.279666543	,0.897194826684	0.1	,60246.6892569
3814377	,39	,835.378740817	,0.926014209013	0.1	,60267.534292
3815683	,36	,810.713698193	,0.82707396074	0.1	,60289.327976
3817048	,36	,804.373275504	,0.871708514198	0.1	,60310.51981
3817846	,18	,453.698231086	,0.532337029166	0.1	,60322.6466529
3818870	,26	,602.460173711	,0.690831934422	0.1	,60338.6500039
3820019	,31	,701.617167592	,0.750113805829	0.1	,60357.753346
3820962	,24	,568.991174161	,0.656436972444	0.1	,60372.829777
3822004	,27	,615.540940657	,0.734404372633	0.1	,60389.0531819
3823069	,31	,645.478248686	,0.724236911177	0.1	,60406.2824979
3824256	,32	,709.313218579	,0.803856514816	0.1	,60424.8231101
3825016	,18	,441.144231871	,0.515171202675	0.1	,60436.273201
3826301	,34	,775.220167428	,0.873096174822	0.1	,60456.495477
3827608	,39	,792.142687306	,0.912565608145	0.1	,60476.4655719
3828779	,30	,706.769106716	,0.893772625248	0.1	,60495.1206779
3829760	,26	,585.702547446	,0.654938503605	0.1	,60511.033798
3830396	,14	,358.87928465	,0.470038390675	0.1	,60521.675761
3831372	,27	,592.100015387	,0.721789639661	0.1	,60537.346122
3832410	,29	,643.222299099	,0.790743114499	0.1	,60553.79265
3833945	,42	,919.680713713	,1.08515229998	0.1	,60578.795753
3835434	,39	,897.782870933	,1.02176646296	0.1	,60603.0877271
3836467	,26	,605.567536354	,0.677361448594	0.1	,60619.31793
3837405	,26	,580.927501708	,0.607659757981	0.1	,60633.595602
3838906	,42	,951.343366697	,1.04263839983	0.1	,60658.446641
3840317	,39	,860.481107473	,1.00735582986	0.1	,60681.5099709
3841521	,33	,736.255594239	,0.862494950095	0.1	,60700.6714799
3842233	,19	,438.92302151	,0.531616271153	0.1	,60712.3489671
3843784	,40	,923.414203048	,1.13945144111	0.1	,60735.9105141
3844633	,25	,537.39312233	,0.583651735986	0.1	,60749.3324261
3845920	,36	,786.380764499	,0.916924396741	0.1	,60770.4360261
3846987	,31	,668.495268822	,0.76308397403	0.1	,60787.0761819
3848218	,31	,732.885949388	,0.873390816429	0.1	,60807.066385
3848879	,17	,400.381884351	,0.46811599331	0.1	,60817.6374199
3849924	,27	,634.729299933	,0.74124822567	0.1	,60834.4453731
3851134	,32	,724.998068944	,0.877819177382	0.1	,60854.224642
3852354	,36	,748.685459554	,0.890643701612	0.1	,60874.12397
3853564	,32	,693.527196229	,0.879797221947	0.1	,60894.0800049
3854913	,41	,835.244574279	,0.921615626394	0.1	,60915.851779
3856007	,32	,691.090274885	,0.76347817191	0.1	,60932.2976439
3857648	,44	,1003.12790132	,1.145289462	0.1	,60959.1056509
3858941	,34	,774.390323594	,0.871910747228	0.1	,60980.236603
3859916	,24	,575.811349541	,0.691282554355	0.1	,60996.1928029
3861208	,37	,793.858280689	,0.900225646888	0.1	,61017.0801899
3862407	,32	,698.042475626	,0.802886311445	0.1	,61036.2005761
3863578	,35	,726.491519988	,0.833788364624	0.1	,61053.9810629
3864944	,36	,817.585300907	,0.901698641268	0.1	,61075.7256129
3866257	,34	,774.53417477	,0.859507624409	0.1	,61095.3940699
3867165	,24	,565.605170175	,0.587514458042	0.1	,61110.1627359
3868167	,27	,611.746387854	,0.681555910633	0.1	,61126.919136
3869209	,27	,622.194774687	,0.728595893248	0.1	,61143.6610429
3870370	,30	,678.225832894	,0.73585098992	0.1	,61162.4133761
3871311	,25	,547.95625639	,0.633614354825	0.1	,61177.378624
3872383	,27	,632.527413964	,0.693091334288	0.1	,61194.749428
3873316	,25	,551.654837713	,0.659139540963	0.1	,61209.235214
3874455	,31	,647.946066558	,0.758466915315	0.1	,61227.8074069
3875837	,36	,820.135206282	,0.88784304748	0.1	,61249.5020559
3877112	,36	,765.165323272	,0.818116159033	0.1	,61269.7021
3878429	,43	,823.228537157	,0.830728776258	0.1	,61290.459811
3879881	,39	,848.10460639	,0.944667262287	0.1	,61313.058187
3880700	,21	,491.451474935	,0.5105979574	0.1	,61326.3515539
3881670	,25	,571.269793138	,0.648559704932	0.1	,61341.8143981
3882736	,29	,637.77348651	,0.700372607156	0.1	,61358.640908
3883803	,30	,636.231473505	,0.7042524305	0.1	,61375.7628069
3884555	,21	,462.135904565	,0.582588326688	0.1	,61387.878021
3885855	,35	,774.217802301	,0.850493469014	0.1	,61408.1582971
3886802	,23	,550.82433486	,0.591711025685	0.1	,61423.528193
3888174	,38	,835.478171557	,0.90411243742	0.1	,61445.860764
3889370	,34	,728.940526262	,0.773735702758	0.1	,61464.869724
3890577	,31	,712.281296566	,0.78518003819	0.1	,61483.201875
3891524	,22	,539.68422088	,0.61146855641	0.1	,61498.253756
3892423	,24	,546.657270357	,0.578438225202	0.1	,61512.8046041
3894092	,44	,975.481623605	,1.09477678241	0.1	,61538.9169371
3895435	,34	,783.936842874	,0.939209006159	0.1	,61560.154186
3897163	,51	,1017.07806213	,1.18490473667	0.1	,61588.0277741
3898591	,42	,845.024042785	,0.92283730628	0.1	,61609.626039
3900036	,43	,885.520880476	,0.909380532685	0.1	,61633.1341901
3900940	,24	,544.979716986	,0.627702030673	0.1	,61647.3974979
3902272	,38	,799.509604573	,1.05793478555	0.1	,61668.557445
3903691	,39	,846.526631013	,0.944684078495	0.1	,61690.9802949
3904374	,18	,403.756818876	,0.462440154151	0.1	,61701.373405
3905632	,33	,751.65712288	,0.833416405192	0.1	,61721.9945209
3907149	,40	,879.751171023	,1.00509845874	0.1	,61745.787091
3908563	,41	,892.325398102	,0.958756738313	0.1	,61768.303966
3909611	,29	,638.444130272	,0.77158142523	0.1	,61783.855341
3910523	,24	,542.724206328	,0.622402879584	0.1	,61796.992017
3911054	,12	,302.128128454	,0.359706976553	0.1	,61805.023212
3911937	,23	,536.988460273	,0.615446115866	0.1	,61817.3821969
3913167	,35	,744.455640554	,0.830008923142	0.1	,61835.167223
3914581	,44	,871.6235746	,1.02273813947	0.1	,61855.234633
3916046	,41	,887.32203719	,0.995132889824	0.1	,61876.474113
3917311	,35	,732.903116629	,0.855883140459	0.1	,61895.222589
3918459	,31	,697.244241878	,0.763897492761	0.1	,61911.1967101
3920038	,45	,967.796817556	,1.04944311113	0.1	,61933.9529469
3921116	,29	,650.539951473	,0.780913700437	0.1	,61949.407706
3922598	,40	,898.691312075	,0.98792732352	0.1	,61970.7154651
3923970	,37	,816.010818079	,0.890099600656	0.1	,61991.140522
3925450	,42	,895.869043559	,0.940035671658	0.1	,62013.0049651
3926629	,32	,695.505908236	,0.80481726682	0.1	,62030.0160201
3927894	,33	,751.628536195	,0.84153330158	0.1	,62048.3118501
3928882	,27	,603.985177875	,0.671239904288	0.1	,62063.0608859
3930063	,31	,704.568920448	,0.783711681077	0.1	,62080.3979549
3930989	,24	,549.634803772	,0.651476544124	0.1	,62094.149302
3931972	,28	,589.223954558	,0.698013562302	0.1	,62108.4272449
3933344	,38	,840.744424909	,0.929465881236	0.1	,62128.577163
3934437	,30	,663.38878046	,0.75897790624	0.1	,62144.3885629
3935830	,36	,834.72976236	,0.961227991524	0.1	,62164.464411
3937432	,43	,964.544638202	,1.08688604226	0.1	,62188.1976409
3938635	,34	,760.823821113	,0.802474948658	0.1	,62205.7659719
3939209	,13	,327.387978122	,0.415551152735	0.1	,62214.1443951
3940376	,33	,717.856333867	,0.793366902544	0.1	,62231.2111061
3941354	,26	,595.455920607	,0.706035131574	0.1	,62245.6289411
3942932	,45	,966.987716496	,1.03544343091	0.1	,62268.2784269
3944621	,51	,1029.19583789	,1.10595667066	0.1	,62293.2140639
3946274	,45	,994.617812723	,1.11232542937	0.1	,62317.174154
3947041	,22	,482.453866974	,0.521971299764	0.1	,62328.339725
3948043	,28	,622.506059006	,0.666929572864	0.1	,62342.7424181
3949495	,40	,892.144526124	,0.926131352418	0.1	,62364.3590291
3950932	,47	,907.359189972	,0.904838939918	0.1	,62385.5623281
3952495	,43	,917.104745358	,1.04565959635	0.1	,62407.6816421
3953656	,32	,706.70284088	,0.891245524283	0.1	,62424.5819919
3955002	,37	,821.457299531	,0.938405859721	0.1	,62444.9244609
3956147	,31	,702.280032501	,0.728209194458	0.1	,62461.0708339
3957552	,39	,842.839286953	,0.912475923767	0.1	,62481.6031711
3958613	,27	,635.955038488	,0.692778835437	0.1	,62497.2218721
3959322	,18	,414.717913151	,0.470150429901	0.1	,62507.715487
3960497	,30	,688.408381671	,0.785713792626	0.1	,62524.742291
3961720	,32	,724.007968783	,0.824542713672	0.1	,62542.6637039
3963202	,44	,934.781243846	,1.03814869668	0.1	,62564.2262411
3964772	,43	,943.472681776	,1.13731712814	0.1	,62587.0879469
3965886	,28	,658.877877817	,0.730045969794	0.1	,62603.354054
3966877	,25	,586.881269217	,0.704714936626	0.1	,62617.540776
3967755	,24	,540.274453998	,0.590507255154	0.1	,62630.141813
3968881	,29	,672.692795873	,0.74588509211	0.1	,62646.3968599
3970232	,36	,818.044946387	,0.89901783492	0.1	,62666.5489309
3970902	,15	,386.610897467	,0.469222029205	0.1	,62676.427664
3971704	,23	,509.145566359	,0.54336513314	0.1	,62688.1717761
3973272	,43	,922.682709023	,1.04218697111	0.1	,62710.3445771
3974333	,28	,638.507468611	,0.750239093053	0.1	,62725.351229
3975968	,45	,980.379668683	,1.08759506654	0.1	,62749.1026549
3977488	,45	,944.560321361	,1.03387283616	0.1	,62770.649452
3978702	,29	,709.556562692	,0.797959343319	0.1	,62787.9270561
3979665	,26	,580.846908182	,0.656971952689	0.1	,62802.0418749
3980468	,22	,496.833078325	,0.505473409445	0.1	,62813.6369641
3981880	,40	,854.128260076	,0.890339765625	0.1	,62834.217191
3983027	,32	,681.483760774	,0.735322043191	0.1	,62850.770494
3984206	,32	,707.03137897	,0.706331766101	0.1	,62867.875036
3985203	,27	,605.344744608	,0.64243785388	0.1	,62882.291291
3986735	,41	,903.413025454	,0.963582382064	0.1	,62905.2182119
3987836	,30	,661.800737828	,0.675163700842	0.1	,62920.714565
3988786	,24	,552.858808652	,0.629265578726	0.1	,62934.947444
3990039	,34	,749.937462792	,0.820004963971	0.1	,62954.0192561
3991011	,24	,562.439438537	,0.64769733898	0.1	,62968.6353469
3991619	,13	,336.117552504	,0.374438252242	0.1	,62978.4573579
3993180	,41	,934.80798246	,1.01122020403	0.1	,63004.6742251
3993915	,17	,418.771752506	,0.513152059895	0.1	,63016.9966531
3995066	,34	,708.860295296	,0.705201817247	0.1	,63036.703373
3996003	,25	,555.076798528	,0.582074121223	0.1	,63052.4123051
3997381	,35	,820.765998647	,0.91197893257	0.1	,63074.5196049
3998349	,26	,587.765191033	,0.875280778426	0.1	,63090.604039
3999498	,33	,695.843537644	,0.788870336764	0.1	,63110.4496801
4000840	,38	,883.19250986	,0.875663839121	0.1	,63133.7485499
4001729	,24	,532.768452838	,0.653747873082	0.1	,63149.073386
4003023	,33	,752.548569337	,0.790541034046	0.1	,63170.861928
